날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2000.1.1,112,6.1,0.4,11.5
2000.1.2,112,5,0,8.4
2000.1.3,112,-1.8,-3.3,0.9
2000.1.4,112,0.1,-4,4.2
2000.1.5,112,3.6,1,6.1
2000.1.6,112,2,-3.6,5.9
2000.1.7,112,-7.6,-11.1,-3.6
2000.1.8,112,-2.7,-6,0.5
2000.1.9,112,-0.6,-4.1,2.5
2000.1.10,112,-0.6,-4.7,1.9
2000.1.11,112,0.4,-6.4,4.9
2000.1.12,112,3.7,2.2,4.9
2000.1.13,112,1.2,-1,2.7
2000.1.14,112,-0.7,-1.6,1
2000.1.15,112,-0.9,-3.6,2.5
2000.1.16,112,-0.3,-2.8,4
2000.1.17,112,-1.3,-4.6,3
2000.1.18,112,-1.3,-5.1,2.2
2000.1.19,112,-4.4,-6.4,0.2
2000.1.20,112,-7.5,-9.3,-4.9
2000.1.21,112,-6.4,-10.5,-2.9
2000.1.22,112,-1.4,-4.9,2.3
2000.1.23,112,1.9,-0.4,7
2000.1.24,112,-2.6,-6.4,0.3
2000.1.25,112,-6.9,-10.2,-2.7
2000.1.26,112,-7.3,-9.7,-4.1
2000.1.27,112,-5.4,-10,-0.4
2000.1.28,112,-2,-7.2,3.2
2000.1.29,112,0.5,-2,3.5
2000.1.30,112,-3.9,-7,2
2000.1.31,112,-7.2,-9.4,-4.3
2000.2.1,112,-5.8,-10.1,-2.1
2000.2.2,112,-3,-6.8,1.4
2000.2.3,112,-1,-3.3,3.5
2000.2.4,112,-1.9,-5.9,2.4
2000.2.5,112,-1,-5.4,3
2000.2.6,112,0.2,-1,3.2
2000.2.7,112,-1.3,-4.5,2.6
2000.2.8,112,-5.8,-7.8,-3.6
2000.2.9,112,-4.1,-8.2,-0.5
2000.2.10,112,-1.2,-6.1,3.6
2000.2.11,112,1.8,-0.7,5.5
2000.2.12,112,2.3,-0.3,6.7
2000.2.13,112,1.4,-0.9,5.2
2000.2.14,112,-0.4,-2.9,2
2000.2.15,112,-4.5,-6.5,-2.1
2000.2.16,112,-3.6,-6,-0.2
2000.2.17,112,-2.8,-6,0.8
2000.2.18,112,-1.5,-5.4,2.5
2000.2.19,112,0.9,-3.6,6.9
2000.2.20,112,-0.4,-3.1,3.7
2000.2.21,112,-0.7,-3.6,3.4
2000.2.22,112,-0.6,-4.2,3.9
2000.2.23,112,1,-2.1,5.4
2000.2.24,112,-2.3,-4.7,1.3
2000.2.25,112,-1.6,-5.1,3.1
2000.2.26,112,0.9,-1.6,4.1
2000.2.27,112,2.9,-1,7.1
2000.2.28,112,-2.2,-4.9,1.4
2000.2.29,112,-0.7,-4.7,3.4
2000.3.1,112,2.6,-1.4,7.5
2000.3.2,112,4.9,2,9.3
2000.3.3,112,7.6,1,16.8
2000.3.4,112,6.7,3.8,12.2
2000.3.5,112,4.2,1.6,9.9
2000.3.6,112,2.6,-1,7.1
2000.3.7,112,-1.1,-3.4,1.5
2000.3.8,112,0.3,-3.3,3.7
2000.3.9,112,1.9,-2.4,6.3
2000.3.10,112,3.9,-1.2,9.2
2000.3.11,112,4.9,2.5,7.4
2000.3.12,112,3.3,2.1,7.8
2000.3.13,112,4.5,-0.1,9.9
2000.3.14,112,5.4,2.1,10.2
2000.3.15,112,7.8,2,15.7
2000.3.16,112,5.7,3.2,9.4
2000.3.17,112,6.7,2.4,13.1
2000.3.18,112,9.5,7.4,13.8
2000.3.19,112,5.9,3.4,10.2
2000.3.20,112,6.5,2.4,13.2
2000.3.21,112,6.6,3.6,11.7
2000.3.22,112,10.6,3.5,18
2000.3.23,112,6.8,5.6,9.1
2000.3.24,112,5.2,3.4,7.3
2000.3.25,112,6.3,2.9,10.4
2000.3.26,112,7.8,3.4,13.6
2000.3.27,112,12.9,6.5,18.5
2000.3.28,112,9.6,5.7,12.8
2000.3.29,112,7.6,4.7,11
2000.3.30,112,8.2,4.6,12.3
2000.3.31,112,10.1,7,15.7
2000.4.1,112,10,4.5,16
2000.4.2,112,11.6,7.4,17.7
2000.4.3,112,12.4,7.8,18.1
2000.4.4,112,13.2,7.9,20.5
2000.4.5,112,9.4,6.6,13.2
2000.4.6,112,8,5,13.3
2000.4.7,112,8.5,5.7,11.9
2000.4.8,112,8.7,4.1,14.5
2000.4.9,112,11.6,6.3,17.6
2000.4.10,112,5.9,3.3,9.8
2000.4.11,112,8.7,3.7,13.3
2000.4.12,112,10.7,7.4,15
2000.4.13,112,12.2,9.4,16.8
2000.4.14,112,12.2,8.2,16.4
2000.4.15,112,12.6,9,18.2
2000.4.16,112,10.9,7.8,14.7
2000.4.17,112,12.3,8.7,17
2000.4.18,112,14.2,11,17.1
2000.4.19,112,15.3,11.3,20.6
2000.4.20,112,14.5,9.5,22.5
2000.4.21,112,11.4,9.2,14.3
2000.4.22,112,9.5,7,12.2
2000.4.23,112,10.6,8.2,13.9
2000.4.24,112,12.1,8,15.9
2000.4.25,112,15.5,11.9,21.4
2000.4.26,112,10.6,8.7,13.7
2000.4.27,112,11,8.9,15.5
2000.4.28,112,12.3,8.4,17.4
2000.4.29,112,15.3,10.1,21.5
2000.4.30,112,13.3,10.6,16.6
2000.5.1,112,13.8,10.3,17.6
2000.5.2,112,13.5,8.8,18.6
2000.5.3,112,14.4,9.9,20.2
2000.5.4,112,17.1,12,23.5
2000.5.5,112,16.5,12.5,22.6
2000.5.6,112,14.8,11.9,19.5
2000.5.7,112,13.6,10.4,18.6
2000.5.8,112,14.7,11.1,19.3
2000.5.9,112,18.2,13,25
2000.5.10,112,14.3,10.8,19.3
2000.5.11,112,12.1,10.7,15.4
2000.5.12,112,14.2,10.8,19.1
2000.5.13,112,17.7,11.7,23.4
2000.5.14,112,16.9,13.7,22.6
2000.5.15,112,15.2,13.2,19.7
2000.5.16,112,16.2,13.2,21.1
2000.5.17,112,14.6,11.6,20.3
2000.5.18,112,14.1,10.2,19.4
2000.5.19,112,15.9,13.3,19.5
2000.5.20,112,14.4,11.7,19.3
2000.5.21,112,16.1,11.3,21.3
2000.5.22,112,18.4,15.1,23.3
2000.5.23,112,17.5,14.6,22.6
2000.5.24,112,19.8,16.6,24
2000.5.25,112,22.2,17.6,28.6
2000.5.26,112,20.9,18.2,24.2
2000.5.27,112,18,15.1,19.5
2000.5.28,112,18.5,14.6,21.4
2000.5.29,112,19.2,14.5,24.1
2000.5.30,112,17.9,16.1,21.2
2000.5.31,112,19.5,16.1,24.9
2000.6.1,112,18.1,14.1,23.9
2000.6.2,112,19.5,15.5,25
2000.6.3,112,22.8,16.5,31.7
2000.6.4,112,25.3,20.7,31
2000.6.5,112,22.6,17.3,30.3
2000.6.6,112,19.5,16.5,24.8
2000.6.7,112,21.2,18.2,25
2000.6.8,112,20.2,17.7,23.8
2000.6.9,112,19.6,14.2,26.2
2000.6.10,112,21,16.9,26.1
2000.6.11,112,21.5,17.1,26
2000.6.12,112,21.4,17.5,27.3
2000.6.13,112,21.3,16.9,27.5
2000.6.14,112,22.7,19.4,27.2
2000.6.15,112,23.2,18.9,30.4
2000.6.16,112,22.5,19.3,27.1
2000.6.17,112,23,20.3,28.8
2000.6.18,112,23.3,20.3,28.6
2000.6.19,112,22.6,18.3,28.4
2000.6.20,112,23.4,19,29.8
2000.6.21,112,23.2,19.4,28.4
2000.6.22,112,23,18.8,27.8
2000.6.23,112,21.9,20.7,23.5
2000.6.24,112,23.8,21,28.9
2000.6.25,112,24.3,21.6,28.8
2000.6.26,112,23.6,21.7,27.4
2000.6.27,112,24.7,20.6,30.2
2000.6.28,112,24.7,19.9,30.4
2000.6.29,112,22.9,20.5,25.3
2000.6.30,112,22.3,20.5,25.8
2000.7.1,112,24.7,20.8,29.5
2000.7.2,112,26,23.1,31.7
2000.7.3,112,26.5,23.2,32.4
2000.7.4,112,27.1,22.3,32.7
2000.7.5,112,26.4,23.2,31.8
2000.7.6,112,25.7,21.9,31.9
2000.7.7,112,27.7,22.8,33.4
2000.7.8,112,26.3,23.1,30.9
2000.7.9,112,25.4,22.4,30.3
2000.7.10,112,28.2,23,35.2
2000.7.11,112,23.2,20.8,27.4
2000.7.12,112,24.2,21.4,27.3
2000.7.13,112,24.5,22.9,30
2000.7.14,112,27.1,23.2,31.4
2000.7.15,112,25.8,23.9,29.5
2000.7.16,112,24.5,22.9,27.5
2000.7.17,112,26.5,24.5,29.7
2000.7.18,112,28.1,24.9,32.4
2000.7.19,112,27,25.6,30.5
2000.7.20,112,27.6,25.8,32.2
2000.7.21,112,26.3,25.3,30
2000.7.22,112,24.5,23.7,25.9
2000.7.23,112,25.7,22.9,29.8
2000.7.24,112,25.9,22.1,29.9
2000.7.25,112,24.6,21.6,28.7
2000.7.26,112,26.2,22.1,30.6
2000.7.27,112,27.3,23.9,31.7
2000.7.28,112,28.1,25.8,32
2000.7.29,112,27.7,26.1,30.4
2000.7.30,112,24.3,20.6,27.9
2000.7.31,112,25.1,21,30
2000.8.1,112,25.3,22.1,29.8
2000.8.2,112,27.8,23,33.4
2000.8.3,112,28.9,24.1,33.7
2000.8.4,112,25.9,23.8,31.1
2000.8.5,112,26.4,24.4,30
2000.8.6,112,25.5,24,27
2000.8.7,112,26.4,24,30.7
2000.8.8,112,27.5,24.4,31.9
2000.8.9,112,27.8,24.9,31.5
2000.8.10,112,28.1,25.2,32.7
2000.8.11,112,28.1,25.2,31.9
2000.8.12,112,28,24.7,33.2
2000.8.13,112,28.6,24.7,33
2000.8.14,112,27.5,24.9,31.3
2000.8.15,112,28.1,25.7,32.1
2000.8.16,112,28.8,25.3,33.2
2000.8.17,112,29.4,24.7,34.6
2000.8.18,112,28.2,24.8,35.2
2000.8.19,112,24.9,23,27
2000.8.20,112,22.5,21.2,24.9
2000.8.21,112,23.9,20.6,27.1
2000.8.22,112,25.4,23.2,28.4
2000.8.23,112,25.7,21.4,30.1
2000.8.24,112,23.5,22.2,26.1
2000.8.25,112,23.2,21.4,27.4
2000.8.26,112,22.8,22.1,24
2000.8.27,112,24.9,23.9,27.2
2000.8.28,112,26.1,24,29.9
2000.8.29,112,27.6,24.1,33.4
2000.8.30,112,29.9,24.9,34.7
2000.8.31,112,25.9,24.5,28.3
2000.9.1,112,24.7,23.9,25.9
2000.9.2,112,25.5,23.9,29.6
2000.9.3,112,25.4,23.1,30.7
2000.9.4,112,26.1,21.9,31.1
2000.9.5,112,23.6,19.1,28.7
2000.9.6,112,23,20.2,26.8
2000.9.7,112,21.5,19.8,25.1
2000.9.8,112,22,18.9,25.9
2000.9.9,112,21.2,18.7,25.6
2000.9.10,112,22.4,16.8,28.6
2000.9.11,112,22.2,18.1,27.7
2000.9.12,112,20.4,16.4,24.1
2000.9.13,112,16.7,15.3,19.3
2000.9.14,112,17.2,15.5,18.4
2000.9.15,112,17.4,16,18.6
2000.9.16,112,17,15.7,18.6
2000.9.17,112,20.5,17,24.4
2000.9.18,112,20,16.3,24.9
2000.9.19,112,20.4,14.4,26.1
2000.9.20,112,21.9,17.4,27.7
2000.9.21,112,22.4,19.7,27.5
2000.9.22,112,21.7,18.2,25.9
2000.9.23,112,21,18.6,25.1
2000.9.24,112,20.8,18.6,24.6
2000.9.25,112,20.8,17.1,25.3
2000.9.26,112,20.5,14.6,26.2
2000.9.27,112,21.3,17.3,26.9
2000.9.28,112,18.5,17.5,20.7
2000.9.29,112,21.3,15.2,27.4
2000.9.30,112,21,17.8,26.6
2000.10.1,112,20.4,17.1,24.9
2000.10.2,112,19.5,17.7,22.9
2000.10.3,112,18.3,14,23.1
2000.10.4,112,17.9,13.2,22.3
2000.10.5,112,19.9,17.3,24.5
2000.10.6,112,19.7,16.9,24.7
2000.10.7,112,21,16.4,26.7
2000.10.8,112,20.6,15.8,27.2
2000.10.9,112,20.3,16.8,25.7
2000.10.10,112,19,16.9,20.4
2000.10.11,112,15.7,13.6,17.3
2000.10.12,112,11.5,8.4,16.7
2000.10.13,112,11,6.5,16.6
2000.10.14,112,12.8,8,18.4
2000.10.15,112,15.4,10.2,21.2
2000.10.16,112,12.6,8,18.4
2000.10.17,112,14.3,11.1,17.6
2000.10.18,112,14.8,9.5,21.6
2000.10.19,112,15.7,11.9,21
2000.10.20,112,16.8,13.5,22.7
2000.10.21,112,15.1,10,21.6
2000.10.22,112,14.9,10.9,18.4
2000.10.23,112,17.6,13.6,24.4
2000.10.24,112,16.4,14.8,17.4
2000.10.25,112,14.6,10.4,18.3
2000.10.26,112,10.3,6.9,16
2000.10.27,112,12.2,5.6,18.7
2000.10.28,112,12.3,10.4,15.4
2000.10.29,112,11,8.2,13.9
2000.10.30,112,9.5,4.8,15.9
2000.10.31,112,11.8,5.2,17.9
2000.11.1,112,12.5,9.9,16.8
2000.11.2,112,13.5,8.9,20.4
2000.11.3,112,12.7,7,18.8
2000.11.4,112,14.4,11.4,18.4
2000.11.5,112,12.5,8.7,17.5
2000.11.6,112,13.5,6.7,21.2
2000.11.7,112,10.5,2.9,16.8
2000.11.8,112,3,0.8,7.5
2000.11.9,112,5.1,0.2,10.7
2000.11.10,112,4,0.9,6.2
2000.11.11,112,2.4,-1.9,7.4
2000.11.12,112,4.8,0.5,9.4
2000.11.13,112,7.8,3.6,14.2
2000.11.14,112,10,6.7,15.4
2000.11.15,112,9.8,6.4,13.8
2000.11.16,112,6.8,4.6,9.5
2000.11.17,112,6.2,4.1,9.5
2000.11.18,112,3.3,0,8.3
2000.11.19,112,6.7,0.6,14.1
2000.11.20,112,4.9,2.9,7.4
2000.11.21,112,0.9,-1.6,5
2000.11.22,112,2.3,-3.4,9.2
2000.11.23,112,7.3,1.9,10.8
2000.11.24,112,9.9,7.5,13.6
2000.11.25,112,10.6,6,16.7
2000.11.26,112,7.5,2.8,10.3
2000.11.27,112,3.8,0,8
2000.11.28,112,3.9,0.8,7.8
2000.11.29,112,4.9,-0.8,9.6
2000.11.30,112,6.1,3.1,11.3
2000.12.1,112,5.8,1.1,11.6
2000.12.2,112,6.7,2,11.5
2000.12.3,112,2.5,-2,7.3
2000.12.4,112,2.6,-3,7
2000.12.5,112,2.3,-2.7,9.6
2000.12.6,112,0.5,-4.2,5.4
2000.12.7,112,5,0.4,7.7
2000.12.8,112,8.7,5.8,13.1
2000.12.9,112,9.2,5.4,14.7
2000.12.10,112,2.7,-4,9.9
2000.12.11,112,-5.6,-7.9,-2.7
2000.12.12,112,-3.2,-7.8,1.2
2000.12.13,112,1.4,-2.5,6.5
2000.12.14,112,5.2,0.4,8.8
2000.12.15,112,8.3,5.5,11.2
2000.12.16,112,-0.6,-3.2,5.5
2000.12.17,112,-0.2,-4.7,5.6
2000.12.18,112,3.3,-2,6.4
2000.12.19,112,1.3,-0.3,5.7
2000.12.20,112,1.1,-0.7,3.6
2000.12.21,112,1.8,-2.1,6.4
2000.12.22,112,5.9,2.2,9
2000.12.23,112,3.5,0.8,7.3
2000.12.24,112,0.4,-1.9,2.5
2000.12.25,112,-5.6,-9,-1.9
2000.12.26,112,-7.6,-9.7,-4.5
2000.12.27,112,-2.9,-8.6,1.6
2000.12.28,112,-2.3,-4.5,0.6
2000.12.29,112,-2.6,-7.3,2.1
2000.12.30,112,2.7,-1.7,7.6
2000.12.31,112,-4.8,-7.7,2
2001.1.1,112,-3.1,-8.7,1.8
2001.1.2,112,-3.5,-8,1.4
2001.1.3,112,-7.5,-9.7,-3.9
2001.1.4,112,-8.7,-11.2,-5.3
2001.1.5,112,-6.3,-10.6,-1.1
2001.1.6,112,-3,-9.1,1.3
2001.1.7,112,0.9,-0.5,2.2
2001.1.8,112,2.3,-0.9,5.8
2001.1.9,112,-0.1,-5.4,3.8
2001.1.10,112,-4.7,-9.6,-1.1
2001.1.11,112,-7.8,-13.9,-0.2
2001.1.12,112,-11.2,-14.6,-7.7
2001.1.13,112,-9.9,-13.7,-5.7
2001.1.14,112,-13.7,-16.7,-9.3
2001.1.15,112,-14.6,-18.2,-10.4
2001.1.16,112,-12.8,-16.5,-8.3
2001.1.17,112,-6.3,-13.2,-0.3
2001.1.18,112,0,-2,3.6
2001.1.19,112,-0.9,-5,4.2
2001.1.20,112,0.4,-2.5,3
2001.1.21,112,-1.1,-3.6,2.6
2001.1.22,112,-2,-4.9,1.6
2001.1.23,112,-3.5,-6.8,0
2001.1.24,112,-0.6,-5.9,6.1
2001.1.25,112,1.1,-2.3,4.6
2001.1.26,112,1.9,0.3,3.9
2001.1.27,112,0.1,-1.7,2.7
2001.1.28,112,-2.7,-6.4,1.4
2001.1.29,112,-0.5,-6.3,3.4
2001.1.30,112,-0.2,-1.8,2.6
2001.1.31,112,0.9,-1.9,3.8
2001.2.1,112,-4.8,-8,0.9
2001.2.2,112,-4.4,-9.2,-0.9
2001.2.3,112,-1.3,-4.8,2.9
2001.2.4,112,-0.1,-3,3.8
2001.2.5,112,0.7,-3.7,5.1
2001.2.6,112,1.2,-0.8,4.1
2001.2.7,112,-2.6,-7.3,0.2
2001.2.8,112,-4.2,-8.4,0.1
2001.2.9,112,-0.2,-4,4.4
2001.2.10,112,-0.9,-3.8,2.5
2001.2.11,112,-3.8,-6.8,-0.1
2001.2.12,112,-4.6,-7.1,-0.6
2001.2.13,112,-3.3,-6.4,0.2
2001.2.14,112,-2.8,-5.6,0.5
2001.2.15,112,-1.3,-3.8,1.2
2001.2.16,112,-4.9,-7.4,-2.6
2001.2.17,112,-1,-5.5,2.2
2001.2.18,112,3.7,0.3,8.9
2001.2.19,112,2,-1.2,5.8
2001.2.20,112,2.1,-2.2,7.4
2001.2.21,112,5,2.2,9.4
2001.2.22,112,4.9,2,10.2
2001.2.23,112,3,1,5.7
2001.2.24,112,0.5,-1.4,2.9
2001.2.25,112,0.5,-3.7,4.6
2001.2.26,112,2.1,-2.5,7.3
2001.2.27,112,2.8,-0.3,7.9
2001.2.28,112,3.8,0.6,9.1
2001.3.1,112,4.3,2,8.6
2001.3.2,112,3.4,1.3,5
2001.3.3,112,4,0.7,9.1
2001.3.4,112,-0.4,-2.8,1.8
2001.3.5,112,2.6,-0.6,6.6
2001.3.6,112,4.2,1.3,7.7
2001.3.7,112,-1.2,-3.2,1.6
2001.3.8,112,-2.6,-4.8,0.1
2001.3.9,112,1,-3.4,4.8
2001.3.10,112,2,-1.6,4.8
2001.3.11,112,0.8,-3.5,5.3
2001.3.12,112,2.4,-1,6.7
2001.3.13,112,4.8,-0.1,12.1
2001.3.14,112,7.9,4.1,13.1
2001.3.15,112,3.8,0.3,9.1
2001.3.16,112,4.8,-0.3,10.3
2001.3.17,112,7.5,5,11.4
2001.3.18,112,7,3.2,12.2
2001.3.19,112,7.9,5,11.9
2001.3.20,112,10.1,7.9,13.6
2001.3.21,112,11.5,5.3,18.5
2001.3.22,112,10.2,6.5,14.5
2001.3.23,112,9.9,4.3,16.4
2001.3.24,112,12.5,6.3,20.7
2001.3.25,112,8.7,3.3,12.6
2001.3.26,112,4,0.6,7.5
2001.3.27,112,3.1,0.2,7.2
2001.3.28,112,3.8,0.7,8.8
2001.3.29,112,4,1.1,7.9
2001.3.30,112,4.6,1.3,8.3
2001.3.31,112,5.8,1.9,10.3
2001.4.1,112,6.9,3.2,12.5
2001.4.2,112,6.4,4.4,8.3
2001.4.3,112,8.5,1.1,14.8
2001.4.4,112,9.4,5.4,16.4
2001.4.5,112,8.3,4.9,13
2001.4.6,112,9.9,6.2,16.3
2001.4.7,112,12.1,7.5,18.4
2001.4.8,112,15.3,9.8,21.6
2001.4.9,112,19,12.2,27
2001.4.10,112,14.5,10.9,20
2001.4.11,112,8.8,6.7,11.3
2001.4.12,112,8.7,5.9,12.7
2001.4.13,112,10.2,6.3,16
2001.4.14,112,8.6,5.7,11.7
2001.4.15,112,11.5,7.9,16
2001.4.16,112,13.3,10.3,19.6
2001.4.17,112,14.4,8.8,21.5
2001.4.18,112,14.6,9.6,21.9
2001.4.19,112,11.7,9.6,17.4
2001.4.20,112,14.1,7.7,20.3
2001.4.21,112,13.4,9.2,18.9
2001.4.22,112,13.7,8.7,19.9
2001.4.23,112,11.2,8.3,15.6
2001.4.24,112,13.2,8.7,19.9
2001.4.25,112,13.6,8.9,18.7
2001.4.26,112,12.3,8.8,17.1
2001.4.27,112,15.2,8.9,22.4
2001.4.28,112,16.8,12.2,21.2
2001.4.29,112,20.8,15.8,26.2
2001.4.30,112,19.8,16.1,28.1
2001.5.1,112,16.3,13.9,21
2001.5.2,112,14.4,10.6,20.5
2001.5.3,112,14.1,10.2,21.5
2001.5.4,112,14.5,11.1,20.2
2001.5.5,112,16.9,12.3,22.7
2001.5.6,112,19.4,13.2,25.7
2001.5.7,112,17.2,14.4,22.7
2001.5.8,112,17.9,13,25
2001.5.9,112,13.5,11,18
2001.5.10,112,14.8,10.6,22.1
2001.5.11,112,15.6,11.5,21.4
2001.5.12,112,15.8,11.8,22.1
2001.5.13,112,18.1,12.4,25.1
2001.5.14,112,19.7,14.9,26.9
2001.5.15,112,15.6,12.1,18.7
2001.5.16,112,17,11.9,22.2
2001.5.17,112,19.6,15.2,25.6
2001.5.18,112,17.2,16.2,19.4
2001.5.19,112,18.4,15.4,23.8
2001.5.20,112,20.2,16.8,25
2001.5.21,112,23.1,17.8,30.5
2001.5.22,112,19.9,18.3,21.7
2001.5.23,112,23.4,18.5,29.8
2001.5.24,112,21,17.8,26.5
2001.5.25,112,19.4,17.3,24.2
2001.5.26,112,18.2,16.3,23.4
2001.5.27,112,18.6,14,24.5
2001.5.28,112,20.7,15.3,27.5
2001.5.29,112,22,18,29.6
2001.5.30,112,18.5,15.9,20.6
2001.5.31,112,19.6,14.3,26.2
2001.6.1,112,18.8,15.5,23.5
2001.6.2,112,21.5,16.4,28.5
2001.6.3,112,22.6,17.6,31
2001.6.4,112,21,18,26.1
2001.6.5,112,19.3,17.5,23.7
2001.6.6,112,21.6,17.5,26.9
2001.6.7,112,22.9,17.8,29.7
2001.6.8,112,23.2,19.4,30.1
2001.6.9,112,22.4,17.9,30
2001.6.10,112,23.8,19.1,30.1
2001.6.11,112,23,19.9,28.3
2001.6.12,112,21.8,19.6,26.5
2001.6.13,112,22.1,20.5,23.5
2001.6.14,112,22.3,19.1,28.3
2001.6.15,112,22.1,18.4,27.3
2001.6.16,112,21.8,18.8,25.5
2001.6.17,112,23,19.6,28.5
2001.6.18,112,20.9,19.4,22.6
2001.6.19,112,23,19.1,28.6
2001.6.20,112,22.3,19.6,27.8
2001.6.21,112,22.5,19.4,27.8
2001.6.22,112,22,20.4,25.5
2001.6.23,112,21.7,20.5,24.8
2001.6.24,112,21.3,20,23.5
2001.6.25,112,21.9,19.3,25.9
2001.6.26,112,22,19.3,26.3
2001.6.27,112,21.4,19.8,22.7
2001.6.28,112,23.2,20.7,27.6
2001.6.29,112,23,22,24
2001.6.30,112,21.3,20.3,23.9
2001.7.1,112,25.4,22,30.6
2001.7.2,112,26.5,24.4,30.5
2001.7.3,112,24.2,23,27.2
2001.7.4,112,25,22.8,29.2
2001.7.5,112,23,21.1,24.5
2001.7.6,112,24.9,20.7,30.4
2001.7.7,112,25.3,21.8,30.4
2001.7.8,112,24.5,22.2,28.3
2001.7.9,112,24.4,21.8,29.2
2001.7.10,112,22.5,21.6,24
2001.7.11,112,25.5,22.6,30.1
2001.7.12,112,25.9,23.2,30.7
2001.7.13,112,26.1,22.4,30.8
2001.7.14,112,25,22.4,29.3
2001.7.15,112,23,21.2,25.6
2001.7.16,112,25.3,20.8,30.2
2001.7.17,112,26.4,21.7,30.4
2001.7.18,112,26.5,23.8,31.1
2001.7.19,112,25.6,22.6,30.4
2001.7.20,112,26,24,30.3
2001.7.21,112,26.5,24.6,27.7
2001.7.22,112,25.5,24.7,26.9
2001.7.23,112,25.4,24.2,30.1
2001.7.24,112,25.8,23.8,28.8
2001.7.25,112,28,25,33.7
2001.7.26,112,28.1,25.7,32.6
2001.7.27,112,27.8,25.3,31.7
2001.7.28,112,27.4,24.7,30.1
2001.7.29,112,25.2,23.9,27.2
2001.7.30,112,25.5,24,27
2001.7.31,112,26.5,24.8,29.9
2001.8.1,112,28.7,25.2,33.2
2001.8.2,112,29.6,26.5,34
2001.8.3,112,29.1,26.2,33.3
2001.8.4,112,28.4,25.3,33.4
2001.8.5,112,26.4,24.7,30.6
2001.8.6,112,27.6,23,32
2001.8.7,112,27.2,25.4,32.8
2001.8.8,112,25.9,23.1,29.4
2001.8.9,112,25.7,21.5,30.1
2001.8.10,112,26.2,23.5,30.5
2001.8.11,112,26,24,29.7
2001.8.12,112,24,21,26.8
2001.8.13,112,21.9,19.9,24.4
2001.8.14,112,26,21.7,30.5
2001.8.15,112,25.9,22.5,30
2001.8.16,112,28.8,24.7,33.2
2001.8.17,112,29.3,25.2,33.5
2001.8.18,112,29.5,26.4,33.7
2001.8.19,112,28.4,23.6,33.4
2001.8.20,112,27.6,23.7,32
2001.8.21,112,27,24.3,31.5
2001.8.22,112,26.3,23.6,29.9
2001.8.23,112,26.2,23.4,30.7
2001.8.24,112,26.2,22.2,30.8
2001.8.25,112,25.2,23.1,29.2
2001.8.26,112,25.6,21.6,31.1
2001.8.27,112,25.7,19.7,31.9
2001.8.28,112,25.1,20.5,31
2001.8.29,112,24.8,21.5,28.4
2001.8.30,112,25,21.6,30
2001.8.31,112,25.4,21.6,30.6
2001.9.1,112,26.1,22.2,30.4
2001.9.2,112,27.4,22.7,33.4
2001.9.3,112,26,20.3,32
2001.9.4,112,25.5,23.2,30.3
2001.9.5,112,25.6,23,29.7
2001.9.6,112,24.9,21.2,30.6
2001.9.7,112,25.4,19.8,32.3
2001.9.8,112,25.1,20.1,30.4
2001.9.9,112,25.1,21.9,30.5
2001.9.10,112,24.8,20.6,30.9
2001.9.11,112,23.6,18.9,30.5
2001.9.12,112,22.2,16.1,29
2001.9.13,112,23.8,18.6,29.1
2001.9.14,112,23.3,16.8,28.3
2001.9.15,112,22.9,16.3,29.6
2001.9.16,112,24.4,19.9,30.3
2001.9.17,112,23.9,20.9,27.9
2001.9.18,112,23,16.9,29.1
2001.9.19,112,20.7,14.4,27.3
2001.9.20,112,21.4,18.6,27.3
2001.9.21,112,19.7,14.5,27.3
2001.9.22,112,18,9.9,25.3
2001.9.23,112,19.8,15.2,25.5
2001.9.24,112,20,16.3,26.4
2001.9.25,112,21.5,17.7,27.9
2001.9.26,112,21.3,16.3,28.2
2001.9.27,112,21.8,18.1,27.5
2001.9.28,112,21.2,15.4,29
2001.9.29,112,21.6,18.6,26.9
2001.9.30,112,16.7,15,19.4
2001.10.1,112,16.8,14.8,21.1
2001.10.2,112,19.1,13.7,25.1
2001.10.3,112,20.1,17.5,23.1
2001.10.4,112,17.4,14.7,20
2001.10.5,112,16.1,12.7,21.1
2001.10.6,112,17.4,10.9,24.8
2001.10.7,112,19.2,15.3,23.1
2001.10.8,112,20,15.5,26.5
2001.10.9,112,16.5,14.4,18.4
2001.10.10,112,15.4,13.3,17.4
2001.10.11,112,17.6,15.1,21.9
2001.10.12,112,17.3,13.4,22.3
2001.10.13,112,18.1,13.8,24
2001.10.14,112,19.5,13.5,26.2
2001.10.15,112,18.2,16.4,20.2
2001.10.16,112,17.4,13,22.7
2001.10.17,112,12.4,9.1,17.9
2001.10.18,112,13.7,7.4,20.7
2001.10.19,112,15.8,10.8,21.2
2001.10.20,112,17,11.3,22.9
2001.10.21,112,17.6,13.1,23.4
2001.10.22,112,18.6,15.6,24
2001.10.23,112,17.3,13.3,22.6
2001.10.24,112,16.4,11.4,22.1
2001.10.25,112,17.9,12.3,23.4
2001.10.26,112,18,14.7,24
2001.10.27,112,17.2,14.3,20.5
2001.10.28,112,18.3,15.1,23.3
2001.10.29,112,17.3,14.3,22
2001.10.30,112,16.8,13.4,21.7
2001.10.31,112,16.2,14.4,18.5
2001.11.1,112,12,5.6,16.4
2001.11.2,112,9.2,3.9,14.9
