날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2016.10.2,112,19.4,16.9,22.3
2016.10.3,112,22,18.8,25.9
2016.10.4,112,22.4,16.8,27.7
2016.10.5,112,21,18,25.4
2016.10.6,112,17.5,13.9,21.1
2016.10.7,112,19.4,16.5,24.6
2016.10.8,112,16.7,10.6,20.5
2016.10.9,112,11.5,7.8,15.2
2016.10.10,112,13.7,9,18.2
2016.10.11,112,16.2,11.9,20
2016.10.12,112,14.9,11.6,18.5
2016.10.13,112,15,10.6,19.8
2016.10.14,112,17,13.4,21.5
2016.10.15,112,19.2,14.5,24.8
2016.10.16,112,17.7,16.2,19.5
2016.10.17,112,17.6,15.6,20.9
2016.10.18,112,16.4,12.4,21.5
2016.10.19,112,17.7,15.1,22
2016.10.20,112,18.8,14.4,24.2
2016.10.21,112,18.2,16.9,21.3
2016.10.22,112,17.9,15.5,20.6
2016.10.23,112,14,11.2,17.6
2016.10.24,112,15.6,10.3,20.1
2016.10.25,112,14.8,12.9,18
2016.10.26,112,14.1,11.3,16.7
2016.10.27,112,15,9.5,19.6
2016.10.28,112,14.8,10.2,17.5
2016.10.29,112,7.7,4.9,10.4
2016.10.30,112,8.7,4,13.4
2016.10.31,112,6.7,2.1,9.5
2016.11.1,112,2.1,-1.3,5.5
2016.11.2,112,5.1,-0.5,9.8
2016.11.3,112,10.5,5.7,13.5
2016.11.4,112,13,9.7,16.6
2016.11.5,112,15.2,12.5,17.9
2016.11.6,112,15.1,13.2,18.2
2016.11.7,112,12.9,8.8,16.6
2016.11.8,112,4.1,1,8.8
2016.11.9,112,2,-2.4,6.1
2016.11.10,112,6.4,1.8,9.9
2016.11.11,112,10.3,7.6,13.3
2016.11.12,112,12.5,8.5,15.7
2016.11.13,112,15.4,12.4,18.8
2016.11.14,112,13.7,10.1,15.7
2016.11.15,112,5.7,3,10.1
2016.11.16,112,5.8,1.5,10.1
2016.11.17,112,9.5,5.8,13.5
2016.11.18,112,11.7,7,15.2
2016.11.19,112,12.7,10.6,15.6
2016.11.20,112,9.1,6.4,13.1
2016.11.21,112,9.5,5.7,15.3
2016.11.22,112,1.9,-1.6,8.1
2016.11.23,112,-1.6,-4.6,2.6
2016.11.24,112,-1.2,-4.2,1.9
2016.11.25,112,2.5,-1.8,5.5
2016.11.26,112,2.2,1.2,3.6
2016.11.27,112,4.8,2.2,7.9
2016.11.28,112,2.3,0.4,5
2016.11.29,112,2.9,-0.4,6.3
2016.11.30,112,6.8,2.6,9.4
2016.12.1,112,5.1,0.2,8.8
2016.12.2,112,3,-1.1,7.5
2016.12.3,112,5.5,1.8,10.4
2016.12.4,112,6.9,4.2,9
2016.12.5,112,6.8,1.3,10.3
2016.12.6,112,-0.3,-2.7,2.9
2016.12.7,112,3.4,-0.2,7.4
2016.12.8,112,4,-0.9,7
2016.12.9,112,2.2,-2.3,5.8
2016.12.10,112,-1,-4,2.1
2016.12.11,112,-0.1,-3.9,4.2
2016.12.12,112,3,-1.8,6
2016.12.13,112,3.5,-0.2,6.8
2016.12.14,112,-1.2,-3,0.5
2016.12.15,112,-4.1,-6.2,-1.9
2016.12.16,112,-3.3,-7.7,-0.4
2016.12.17,112,5.3,-0.4,9.8
2016.12.18,112,6.7,5.3,8.4
2016.12.19,112,8.3,6,12.1
2016.12.20,112,7.3,5.3,9.9
2016.12.21,112,9.2,5.4,13
2016.12.22,112,5.8,2.2,13
2016.12.23,112,-1.7,-3,2.2
2016.12.24,112,-2,-3.9,0.3
2016.12.25,112,1,-3.3,4.7
2016.12.26,112,2.5,1.1,3.7
2016.12.27,112,-1.8,-5.7,1.4
2016.12.28,112,-3.5,-7.4,0.8
2016.12.29,112,-3.5,-5.8,-1.5
2016.12.30,112,-2.1,-7.1,2.5
2016.12.31,112,2.8,-0.6,6.9
2017.1.1,112,5.1,1.3,8.5
2017.1.2,112,5.7,2.4,8.7
2017.1.3,112,3.4,-0.3,7.3
2017.1.4,112,4.3,2.2,7.6
2017.1.5,112,4.8,0.9,7.7
2017.1.6,112,6.5,4.5,10.8
2017.1.7,112,5,1.7,7.9
2017.1.8,112,6.3,4.1,8.8
2017.1.9,112,1.9,-2.1,4.4
2017.1.10,112,-2.4,-5.6,0.6
2017.1.11,112,-1.9,-6.7,2.3
2017.1.12,112,-0.7,-4.4,3.1
2017.1.13,112,-4.9,-6.5,-1.8
2017.1.14,112,-7.1,-8.7,-5.1
2017.1.15,112,-5.3,-8.7,-1.5
2017.1.16,112,-2.9,-6.4,1.8
2017.1.17,112,-0.7,-5.1,2.7
2017.1.18,112,0.9,-1.3,3.8
2017.1.19,112,-0.9,-3.8,3.5
2017.1.20,112,-3.7,-5.9,0
2017.1.21,112,-3.4,-7.5,0.2
2017.1.22,112,-7.2,-8.7,-2.2
2017.1.23,112,-7.9,-11.1,-4.9
2017.1.24,112,-5.9,-9.1,-2.7
2017.1.25,112,-3.8,-8.8,0.6
2017.1.26,112,0,-5.3,5.2
2017.1.27,112,-2.4,-4.9,5.3
2017.1.28,112,-1.6,-6.7,3.2
2017.1.29,112,0.7,-0.5,1.9
2017.1.30,112,-5,-7.1,-0.5
2017.1.31,112,-4.9,-8.6,-1.5
2017.2.1,112,-2.9,-5.8,-0.8
2017.2.2,112,-1.2,-7.4,3
2017.2.3,112,2.5,-0.2,6
2017.2.4,112,2,-0.5,3.7
2017.2.5,112,1.4,0,3.3
2017.2.6,112,-1.3,-3.1,1.4
2017.2.7,112,-1.9,-4,0.7
2017.2.8,112,-1.7,-4,0.3
2017.2.9,112,-4.5,-5.4,-2.3
2017.2.10,112,-5.6,-7.7,-3.1
2017.2.11,112,-3.7,-6.9,0.2
2017.2.12,112,-0.8,-5,3.2
2017.2.13,112,1.2,-3.3,5
2017.2.14,112,0.8,-1.7,4.8
2017.2.15,112,2.1,-2.2,6.2
2017.2.16,112,6.2,1.3,10.2
2017.2.17,112,0.3,-4.2,7
2017.2.18,112,-1.6,-5.4,1.8
2017.2.19,112,3,-1.7,6.6
2017.2.20,112,-1.7,-4.5,5.9
2017.2.21,112,-1.3,-6.2,3.3
2017.2.22,112,1.3,-0.8,3.6
2017.2.23,112,-1.1,-3.3,0.8
2017.2.24,112,-0.1,-3.6,3.4
2017.2.25,112,2.9,-1.4,6.6
2017.2.26,112,3.2,0.1,7.8
2017.2.27,112,3.7,-0.1,9.3
2017.2.28,112,5.2,0.3,10.5
2017.3.1,112,5.3,2.2,10.8
2017.3.2,112,1.5,-0.4,5
2017.3.3,112,3.5,-1,8.4
2017.3.4,112,5.3,1.4,10
2017.3.5,112,4.5,1.9,9
2017.3.6,112,0.4,-1.8,3
2017.3.7,112,-1.2,-3,1.4
2017.3.8,112,0.9,-3.5,5.5
2017.3.9,112,3.9,-1,8.1
2017.3.10,112,5,1.6,9.8
2017.3.11,112,6.7,1.8,12.4
2017.3.12,112,7.4,5.2,11.4
2017.3.13,112,5.7,2.1,10
2017.3.14,112,5.6,2.2,9.3
2017.3.15,112,5.3,1.5,10.2
2017.3.16,112,5.3,0.9,10.8
2017.3.17,112,6.7,2.3,12.4
2017.3.18,112,7.9,5.2,14.1
2017.3.19,112,9.5,3.8,15.6
2017.3.20,112,9.1,6,13.2
2017.3.21,112,7,3.7,12.5
2017.3.22,112,6.9,2.7,11.3
2017.3.23,112,8.2,5.1,13
2017.3.24,112,8.2,5,12.3
2017.3.25,112,6.4,4.7,10.5
2017.3.26,112,6.2,4.5,9.5
2017.3.27,112,6.5,4.7,9.6
2017.3.28,112,6.8,4.2,10.5
2017.3.29,112,7.5,3.9,12.1
2017.3.30,112,9.2,5.1,14.4
2017.3.31,112,9.2,7.1,12.2
2017.4.1,112,7.9,4.5,12.9
2017.4.2,112,8.6,4.9,13
2017.4.3,112,9.6,5.9,14.1
2017.4.4,112,12.4,7.5,17.6
2017.4.5,112,11.7,10.3,13.9
2017.4.6,112,8.6,8.2,10.4
2017.4.7,112,11.6,8.1,16.5
2017.4.8,112,9.5,6.4,13.5
2017.4.9,112,14.1,9,19
2017.4.10,112,15.1,11,20.6
2017.4.11,112,13.2,10.4,17.6
2017.4.12,112,10.7,8.5,14
2017.4.13,112,11.4,7.1,16.5
2017.4.14,112,12,10.3,15.7
2017.4.15,112,14.3,10.2,19
2017.4.16,112,15,10.2,20.3
2017.4.17,112,14,12,16.3
2017.4.18,112,11.4,9.9,16.4
2017.4.19,112,12,9,15.4
2017.4.20,112,12.1,9.3,16.6
2017.4.21,112,11.4,8.1,16.5
2017.4.22,112,13.2,8.6,18.9
2017.4.23,112,13.4,9.3,18.6
2017.4.24,112,14.1,10.2,18.5
2017.4.25,112,14,12.1,17.1
2017.4.26,112,14,10.7,18.7
2017.4.27,112,12.8,9.3,17.7
2017.4.28,112,12.7,9.7,16.9
2017.4.29,112,15.1,10,19.3
2017.4.30,112,16.8,12.9,22.5
2017.5.1,112,16.8,11.3,24.1
2017.5.2,112,17.5,12,23.2
2017.5.3,112,19.2,13.7,26.8
2017.5.4,112,19.4,14.5,24.9
2017.5.5,112,18.5,14.8,24.6
2017.5.6,112,13.6,10.8,16.4
2017.5.7,112,14.8,11.1,19.4
2017.5.8,112,16.4,12.3,20.3
2017.5.9,112,16,14.2,20.5
2017.5.10,112,15.1,13.2,18.5
2017.5.11,112,17.7,13.1,22.2
2017.5.12,112,17.3,15.2,18.8
2017.5.13,112,15.4,12.3,21.3
2017.5.14,112,14.9,11.9,18.2
2017.5.15,112,14.8,12.7,19.2
2017.5.16,112,15.2,12.7,19
2017.5.17,112,16.9,12.8,22.5
2017.5.18,112,18.3,14.1,23.5
2017.5.19,112,18.9,15.3,23.6
2017.5.20,112,18.8,15,22.9
2017.5.21,112,19.5,15.4,23.9
2017.5.22,112,19.8,15.5,24.9
2017.5.23,112,18.5,16.5,22.4
2017.5.24,112,19.4,16.2,24.5
2017.5.25,112,18.1,14.7,23.2
2017.5.26,112,16.8,12.6,20.9
2017.5.27,112,17.6,14.2,22.7
2017.5.28,112,19.7,14.8,24.2
2017.5.29,112,20,17.4,23.9
2017.5.30,112,20.8,17.3,25.7
2017.5.31,112,20.3,15.6,24.9
2017.6.1,112,21.6,19.5,25.1
2017.6.2,112,19.6,16.1,23.5
2017.6.3,112,19.2,15.9,22.9
2017.6.4,112,20.5,16.2,24.3
2017.6.5,112,22.6,17.1,27.6
2017.6.6,112,19.2,14.9,23.4
2017.6.7,112,17.6,15.4,19.2
2017.6.8,112,18.5,16,20.8
2017.6.9,112,19.1,17.3,21.8
2017.6.10,112,20.1,15.2,25.2
2017.6.11,112,21.9,15.7,27.5
2017.6.12,112,21.3,18.2,25.6
2017.6.13,112,19.8,18.2,23.4
2017.6.14,112,19.5,17.5,22.6
2017.6.15,112,20.4,17.3,23.6
2017.6.16,112,22.6,19.9,26.9
2017.6.17,112,22.1,19.6,25.7
2017.6.18,112,21.9,18.7,26.4
2017.6.19,112,22.3,18.7,27.4
2017.6.20,112,23.9,19.7,28.6
2017.6.21,112,22.9,20.7,26.5
2017.6.22,112,23.2,20.3,27.7
2017.6.23,112,24,20,29.4
2017.6.24,112,22.4,20.6,24.2
2017.6.25,112,24,20.4,28.7
2017.6.26,112,23.3,21.2,28.9
2017.6.27,112,23.8,21,27.8
2017.6.28,112,24.4,21.5,28
2017.6.29,112,24.2,21.1,28.8
2017.6.30,112,24.2,21.5,28.4
2017.7.1,112,24.1,21.8,28.4
2017.7.2,112,23.6,21.6,24.9
2017.7.3,112,23.2,21.9,24.8
2017.7.4,112,24.8,23,28.4
2017.7.5,112,26,22.5,30
2017.7.6,112,26.6,23.1,30.7
2017.7.7,112,25.9,24.1,28
2017.7.8,112,25.3,24.2,26.1
2017.7.9,112,26,23.9,29.3
2017.7.10,112,23.7,22.1,24.9
2017.7.11,112,24.9,22.1,28.8
2017.7.12,112,25.2,24,28.3
2017.7.13,112,26,23.4,30
2017.7.14,112,27.2,25.5,30.7
2017.7.15,112,23.9,22.6,26.2
2017.7.16,112,25.3,23,27.2
2017.7.17,112,25.6,23.6,27.7
2017.7.18,112,25.7,23.6,29.1
2017.7.19,112,26.6,24.2,29.8
2017.7.20,112,27.8,24.1,32
2017.7.21,112,27.8,26.3,30.5
2017.7.22,112,27.6,26.2,30.2
2017.7.23,112,26,25,26.8
2017.7.24,112,25.2,24.5,26.7
2017.7.25,112,28.2,24.1,32.5
2017.7.26,112,28,24.7,31.6
2017.7.27,112,26.5,24,29
2017.7.28,112,25.4,23.9,27
2017.7.29,112,27.1,25.3,30.1
2017.7.30,112,26.9,24.5,30.3
2017.7.31,112,25.1,24.4,26.1
2017.8.1,112,27.2,23.8,31
2017.8.2,112,29.4,26,32.7
2017.8.3,112,29.8,27,33
2017.8.4,112,29.5,26.3,32.8
2017.8.5,112,30.9,27.6,34
2017.8.6,112,29.1,27.1,31.5
2017.8.7,112,27.7,25.7,30.7
2017.8.8,112,26.9,25.2,29.4
2017.8.9,112,27.5,25.2,30.9
2017.8.10,112,25.5,24.2,26.7
2017.8.11,112,25.9,24.2,30.1
2017.8.12,112,27.4,24.1,30.6
2017.8.13,112,26.1,24.7,27.6
2017.8.14,112,24.5,23.2,25.9
2017.8.15,112,22,21.2,24.1
2017.8.16,112,23.3,21,25.4
2017.8.17,112,24.3,22.3,28.2
2017.8.18,112,25.4,23.3,28.2
2017.8.19,112,26.1,23.9,28.2
2017.8.20,112,23.5,22.3,25
2017.8.21,112,25.2,23.4,27.3
2017.8.22,112,26.2,23.2,29.7
2017.8.23,112,26.4,24.7,28.4
2017.8.24,112,25.8,23.5,27.2
2017.8.25,112,24.7,21.8,28.3
2017.8.26,112,24.1,20.2,27.8
2017.8.27,112,22.7,20.5,25.5
2017.8.28,112,21,17.4,26
2017.8.29,112,18.9,17.1,22.2
2017.8.30,112,19.5,16.5,23
2017.8.31,112,21.9,18.8,25.5
2017.9.1,112,22.5,18.2,26.3
2017.9.2,112,22.9,19,26.9
2017.9.3,112,23.5,20.2,27
2017.9.4,112,24.3,20.9,27.9
2017.9.5,112,22.5,21.4,23.7
2017.9.6,112,20.8,18.7,23.1
2017.9.7,112,22.2,18.4,25.8
2017.9.8,112,23.6,21.2,27.4
2017.9.9,112,23.4,20.7,27.1
2017.9.10,112,22.9,21,24.9
2017.9.11,112,21.4,18.2,23.9
2017.9.12,112,22.5,20,26
2017.9.13,112,21.3,18,24.9
2017.9.14,112,22.1,16.8,26.3
2017.9.15,112,23,19.4,26.6
2017.9.16,112,22.2,17.2,26.3
2017.9.17,112,22.2,18.6,26.8
2017.9.18,112,21.5,17.8,25.2
2017.9.19,112,22.3,19.7,24.4
2017.9.20,112,20.1,17,23.7
2017.9.21,112,20.6,16.1,25.5
2017.9.22,112,20.7,16.9,26.1
2017.9.23,112,21.8,18.8,26.4
2017.9.24,112,22.3,20,26.1
2017.9.25,112,22.6,18.2,27.1
2017.9.26,112,24.1,20.3,28.7
2017.9.27,112,21.4,19,24.4
2017.9.28,112,18.6,15.6,22.3
2017.9.29,112,17.5,12.9,20.9
2017.9.30,112,19.8,15.9,23.2
2017.10.1,112,17.8,15.4,20.5
2017.10.2,112,20.2,15.6,26
2017.10.3,112,16.2,13,20.6
2017.10.4,112,15.4,10.8,20.5
2017.10.5,112,18.3,13.9,22.3
2017.10.6,112,19,16.7,23.2
2017.10.7,112,19.9,16.7,24.4
2017.10.8,112,21.2,18.9,24.6
2017.10.9,112,20.8,19.1,24
2017.10.10,112,20.8,19,22.7
2017.10.11,112,14.8,12.1,20.6
2017.10.12,112,11.1,9.3,13
2017.10.13,112,12.4,7.4,16.7
2017.10.14,112,14.2,10.4,18.4
2017.10.15,112,15.4,9.9,20.7
2017.10.16,112,15.8,13.1,19.4
2017.10.17,112,14.9,9.7,20.3
2017.10.18,112,16.2,14.1,17.9
2017.10.19,112,16.5,13.4,21.4
2017.10.20,112,16.3,11.9,20.9
2017.10.21,112,16.5,12.1,21.5
2017.10.22,112,15.8,11.8,22
2017.10.23,112,13.2,9.1,17.4
2017.10.24,112,14.5,10.9,18.7
2017.10.25,112,14.3,11.2,18.5
2017.10.26,112,14.4,12.2,16.6
2017.10.27,112,15.7,12.3,20
2017.10.28,112,16.3,11.7,20.9
2017.10.29,112,11.5,6.8,15.2
2017.10.30,112,7.6,3.3,11.7
2017.10.31,112,11.1,4.8,15.4
2017.11.1,112,14.6,12,18.7
2017.11.2,112,15.4,14,17.1
2017.11.3,112,11.7,6.4,15.5
2017.11.4,112,7,3.8,11.4
2017.11.5,112,9.6,4,14.5
2017.11.6,112,12,9.4,15.8
2017.11.7,112,14.8,10.5,19.2
2017.11.8,112,12.3,7.2,15.8
2017.11.9,112,9.5,5.1,14.1
2017.11.10,112,10.3,6.3,15.6
2017.11.11,112,6.2,4,9.1
2017.11.12,112,6.2,1.9,9.9
2017.11.13,112,9.4,5.5,13.3
2017.11.14,112,8,3.9,12
2017.11.15,112,3.6,-0.6,6.4
2017.11.16,112,1.5,-1.8,5.5
2017.11.17,112,4,0.7,7.2
2017.11.18,112,-1.9,-3.7,2.9
2017.11.19,112,-0.6,-5.3,3
2017.11.20,112,0.4,-2.5,4.8
2017.11.21,112,2.3,-2.6,6.9
2017.11.22,112,5.3,2.3,10.7
2017.11.23,112,1.8,-1,4.3
2017.11.24,112,0.1,-1.7,2.1
2017.11.25,112,4.6,-1.3,8.9
2017.11.26,112,2.8,-0.1,7.3
2017.11.27,112,1.7,-2.4,7
2017.11.28,112,6,0.8,10
2017.11.29,112,2.2,-2.4,8.5
2017.11.30,112,-2.6,-4.7,0.6
2017.12.1,112,-1.6,-6.2,2.6
2017.12.2,112,2.8,-2.7,7.1
2017.12.3,112,6.6,3.8,10
2017.12.4,112,-1.1,-5.3,6.1
2017.12.5,112,-3.8,-6.6,-1.3
2017.12.6,112,1.7,-3.4,4.9
2017.12.7,112,0.5,-2.5,3.9
2017.12.8,112,-3.2,-5.5,-1.5
2017.12.9,112,0.5,-3.9,4.4
2017.12.10,112,2.6,-2.1,8.3
2017.12.11,112,-6.4,-9.9,-2.1
2017.12.12,112,-8.7,-11.1,-6.2
2017.12.13,112,-7.7,-10.2,-4.7
2017.12.14,112,-6.2,-9.6,-2.6
2017.12.15,112,-2.5,-6.6,1.1
2017.12.16,112,-5,-6.7,-2.3
2017.12.17,112,-5.9,-9.6,-2.4
2017.12.18,112,0.5,-4.2,5.3
2017.12.19,112,-3.8,-6.5,-0.9
2017.12.20,112,-2.1,-7.6,2.1
2017.12.21,112,-0.2,-4.5,3.6
2017.12.22,112,4,-0.5,7.6
2017.12.23,112,5.9,4.2,9.2
2017.12.24,112,3.2,-0.2,6.1
2017.12.25,112,-2,-4.1,-0.2
2017.12.26,112,-3.3,-6.9,-0.4
2017.12.27,112,-6.3,-8.8,-4.2
2017.12.28,112,-1.7,-5.7,0.4
2017.12.29,112,2.2,0.5,5
2017.12.30,112,1.5,-0.7,4.6
2017.12.31,112,0.1,-1.5,2.4
2018.1.1,112,-0.3,-2.7,2.7
2018.1.2,112,-1.4,-4.3,0.8
2018.1.3,112,-4.4,-6.1,-1.9
2018.1.4,112,-5,-7.6,-3.2
2018.1.5,112,-2.8,-5.1,-0.2
2018.1.6,112,-2,-4.3,0.9
2018.1.7,112,-0.9,-5.4,2
2018.1.8,112,0.7,-1.7,3
2018.1.9,112,-3.9,-5.2,-0.5
2018.1.10,112,-7.1,-9.6,-5.1
2018.1.11,112,-10.7,-12.7,-9.1
2018.1.12,112,-9.8,-14.4,-6.2
2018.1.13,112,-3.3,-6.7,0.6
2018.1.14,112,1.5,-3.5,4.9
2018.1.15,112,3.8,1.3,5.9
2018.1.16,112,2.7,0.5,6.1
2018.1.17,112,3.2,0.9,7.2
2018.1.18,112,1.6,0.1,3.5
2018.1.19,112,0.9,-1.6,4.9
2018.1.20,112,2.1,-0.6,6
2018.1.21,112,-0.2,-3.2,3.1
2018.1.22,112,-0.2,-5.1,4.7
2018.1.23,112,-11.3,-13.8,-4.9
2018.1.24,112,-13.7,-15.2,-11.2
2018.1.25,112,-13.5,-15.7,-10
2018.1.26,112,-14.6,-17.1,-11.9
2018.1.27,112,-9.7,-14.3,-5.4
2018.1.28,112,-5.8,-8.2,-1.8
2018.1.29,112,-7.9,-10,-5.5
2018.1.30,112,-4.1,-9.9,0.4
2018.1.31,112,-2,-3.6,0.6
2018.2.1,112,-3.7,-7.9,0.2
2018.2.2,112,-2.5,-6.2,2.1
2018.2.3,112,-7.3,-9.2,-2.4
2018.2.4,112,-8.9,-11.7,-5.9
2018.2.5,112,-8.7,-10.1,-6.1
2018.2.6,112,-9.8,-11.8,-6.7
2018.2.7,112,-7.1,-11.9,-2.7
2018.2.8,112,-4.4,-7.9,0
2018.2.9,112,0.7,-4.7,5.7
2018.2.10,112,-1.2,-6.2,1.7
2018.2.11,112,-5.7,-8.7,-2.4
2018.2.12,112,-5.5,-8.3,-3
2018.2.13,112,-0.2,-5.7,4.2
2018.2.14,112,2.8,-1,7.2
2018.2.15,112,-1.4,-4.1,1.9
2018.2.16,112,-1.6,-5.6,2.7
2018.2.17,112,-3,-5.8,0.7
2018.2.18,112,-1,-4.6,3.5
2018.2.19,112,1.3,-1.4,5.3
2018.2.20,112,0.8,-1.7,4.8
2018.2.21,112,-1,-3.9,3
2018.2.22,112,1.6,-2.3,5.3
2018.2.23,112,3.9,0.7,7.5
2018.2.24,112,1.3,-0.9,4.6
2018.2.25,112,0.4,-2.2,5.1
2018.2.26,112,1.7,-2.6,6.3
2018.2.27,112,4,-0.4,6.1
2018.2.28,112,4.4,1.3,8.2
2018.3.1,112,-0.6,-3.7,3.7
2018.3.2,112,-1.1,-5.5,2.8
2018.3.3,112,7.2,0.5,13.5
2018.3.4,112,8.7,6.5,11.5
2018.3.5,112,5.1,1.9,8.9
2018.3.6,112,3.3,-0.6,8.3
2018.3.7,112,6.2,1.9,10.7
2018.3.8,112,3.9,1.8,7.7
2018.3.9,112,3.7,1.6,8
2018.3.10,112,3.6,0.4,7
2018.3.11,112,4.6,0.9,9
2018.3.12,112,6.6,0.6,12.4
2018.3.13,112,11.4,6.4,14.4
2018.3.14,112,15.5,12.4,19.5
2018.3.15,112,10.5,7.5,15.5
2018.3.16,112,7.4,3.9,10.9
2018.3.17,112,6.6,2.3,11.3
2018.3.18,112,6.8,4.6,9.7
2018.3.19,112,8,5.5,10.7
2018.3.20,112,5.3,2.4,8.7
2018.3.21,112,2.2,0.9,5.4
2018.3.22,112,4.1,1.3,7.8
2018.3.23,112,5,2,9.1
2018.3.24,112,5.6,3.9,8.2
2018.3.25,112,5.7,3.4,9.1
2018.3.26,112,7.7,4,13.3
2018.3.27,112,10.9,6.1,16.3
2018.3.28,112,12.5,9.8,16.7
2018.3.29,112,13.4,10.2,17.3
2018.3.30,112,12.4,8.5,18.3
2018.3.31,112,12.2,8.2,17.1
2018.4.1,112,14.1,10.8,16.6
2018.4.2,112,16.8,14.4,21.6
2018.4.3,112,15.5,12,19.2
2018.4.4,112,12.1,8.7,16.3
2018.4.5,112,8.4,7.2,10.9
2018.4.6,112,5.4,3.1,7.2
2018.4.7,112,4.5,2.2,7.6
2018.4.8,112,4.8,2.6,8.2
2018.4.9,112,7.5,0.4,13.3
2018.4.10,112,14.4,9.7,19.9
2018.4.11,112,10.3,7.6,14.4
2018.4.12,112,11.3,7,15.6
2018.4.13,112,14.5,8.6,18.2
2018.4.14,112,9,7.3,15
2018.4.15,112,9.2,6.2,12.5
2018.4.16,112,10.7,6.4,15.8
2018.4.17,112,11.5,7.3,17.2
2018.4.18,112,10.6,6.5,15.1
2018.4.19,112,12,7.2,17.4
2018.4.20,112,15.7,10.9,22.3
2018.4.21,112,16.4,11.5,21.4
2018.4.22,112,15.3,11.4,19
2018.4.23,112,9.9,9,11.8
2018.4.24,112,12.1,9.1,15.1
2018.4.25,112,14.3,8.1,21.3
2018.4.26,112,13.3,9.5,18.7
2018.4.27,112,13.2,9.6,18.5
2018.4.28,112,12.9,9.2,17.5
2018.4.29,112,14.6,9.9,20.5
2018.4.30,112,17.4,12.1,22.1
2018.5.1,112,18.5,16.7,21.5
2018.5.2,112,14.5,9.8,18.4
2018.5.3,112,11.8,8.6,14.6
2018.5.4,112,13.5,10.6,16.3
2018.5.5,112,16.9,11.8,21.5
2018.5.6,112,16.3,14.7,19.2
2018.5.7,112,17.5,14.3,23.9
2018.5.8,112,18.1,13.1,23.3
2018.5.9,112,14.8,10,19.4
2018.5.10,112,13.2,10.9,16.8
2018.5.11,112,13.6,10.6,17.5
2018.5.12,112,13.7,11.1,15.4
2018.5.13,112,13.4,10.8,16.1
2018.5.14,112,16.4,10.3,22.2
2018.5.15,112,22.6,16.3,27.8
2018.5.16,112,20.8,19,24.3
2018.5.17,112,19.2,16.5,22.2
2018.5.18,112,15.6,12.9,18.2
2018.5.19,112,17.9,10.4,23.6
2018.5.20,112,18,14.2,22.1
2018.5.21,112,17.3,13.1,22.2
2018.5.22,112,17.6,15.1,22.2
2018.5.23,112,15.8,12.7,20.3
2018.5.24,112,16.6,12.3,20.6
2018.5.25,112,18.4,14.3,23.1
2018.5.26,112,19.8,14.5,25.6
2018.5.27,112,18.1,15,21.8
2018.5.28,112,20,15.3,25.7
2018.5.29,112,19.6,17.7,23.8
2018.5.30,112,18,14.9,21.1
2018.5.31,112,19.2,14.6,24.9
2018.6.1,112,20.9,15.9,27.4
2018.6.2,112,20.7,16,27.3
2018.6.3,112,21.9,16.3,28.1
2018.6.4,112,20.4,17.7,24.4
2018.6.5,112,22.2,18.2,26.9
2018.6.6,112,19.7,17.3,23.6
2018.6.7,112,19.3,17.1,22.8
2018.6.8,112,20.4,17.7,24.4
2018.6.9,112,21.9,17.1,28.1
2018.6.10,112,20.3,17.5,23.5
2018.6.11,112,19.2,17.6,22.2
2018.6.12,112,19.9,16.6,23.7
2018.6.13,112,20.7,17.8,24.9
2018.6.14,112,20.5,17.9,22.5
2018.6.15,112,21.3,17.4,25.5
2018.6.16,112,21.4,17,26.1
2018.6.17,112,20.4,17.6,24.1
2018.6.18,112,22.3,18.8,27
2018.6.19,112,20.2,17.9,24.1
2018.6.20,112,20.5,18.3,24.4
2018.6.21,112,20.9,18.9,24.5
2018.6.22,112,23.1,17.9,28.3
2018.6.23,112,22.2,19.9,25.4
2018.6.24,112,22,18.5,27
2018.6.25,112,24.7,20.3,29
2018.6.26,112,21.3,19.4,24
2018.6.27,112,20.5,18.5,23
2018.6.28,112,22.3,20,25.1
2018.6.29,112,22.3,20,26
2018.6.30,112,24,19.5,28.5
2018.7.1,112,21.9,21.1,23.8
2018.7.2,112,22.7,20.3,25.4
2018.7.3,112,26.7,22.9,30.9
2018.7.4,112,24.9,21.9,28.7
2018.7.5,112,25.3,21.9,28.6
2018.7.6,112,24.4,22.4,27.4
2018.7.7,112,23.9,19.4,28.7
2018.7.8,112,23.4,18.9,27.3
2018.7.9,112,21.3,20.3,23.6
2018.7.10,112,24.1,20.5,26.7
2018.7.11,112,26.1,24.6,28.4
2018.7.12,112,25.6,24.1,27.4
2018.7.13,112,25.9,23.8,29
2018.7.14,112,26.2,23.5,29.2
2018.7.15,112,26.5,24.1,30.8
2018.7.16,112,26.2,22.3,30.9
2018.7.17,112,26.1,23.3,29.4
2018.7.18,112,26.1,22.4,30.2
2018.7.19,112,26.2,23.2,30.8
2018.7.20,112,27,23.9,31.5
2018.7.21,112,28.1,24,32.7
2018.7.22,112,30.2,25.4,35.2
2018.7.23,112,29.6,27.4,33.1
2018.7.24,112,29.4,26.2,33.8
2018.7.25,112,28.6,26.5,31.3
2018.7.26,112,28.4,26.5,31.4
2018.7.27,112,28.6,25.9,32.2
2018.7.28,112,28.9,26.6,32.8
2018.7.29,112,30.7,27.3,34.8
2018.7.30,112,31.1,25.8,35.6
2018.7.31,112,31.2,28,35.2
